"pk_account_id","user_id","type","description","active","created_at","updated_at"
"c4a623dd-7c0d-45d5-8534-64acbb6d7e6d","527dc87a-2662-48cf-8c2d-a2c2965f4e7d","regular_user",NULL,True,"2022-06-14 15:30:47.280133","2022-06-14 15:30:47.280133"
"07361663-5160-460e-a706-98ee8c83d631","d74d691a-f7b6-403d-aea3-c4fd9e61969c","regular_user",NULL,True,"2022-06-14 15:30:49.025255","2022-06-14 15:30:49.025255"
"5ec822bd-7f5b-4e65-a494-32ad60e9d9e8","362b38b6-a8dc-4bb4-a8cc-64feb27af480","regular_user",NULL,True,"2022-06-14 15:31:13.647009","2022-06-14 15:31:13.647009"
"603fdd56-f7c8-43f9-8782-1b4e9de0815d","aed1d636-87f1-4b4f-8e62-8e413d03a1e3","regular_user",NULL,True,"2022-06-15 02:15:59.039352","2022-06-15 02:15:59.039352"
"3c84a053-0f11-497c-ba15-f64d5e5ede3a","11404a16-c848-4542-93d6-91b494c5126a","regular_user",NULL,True,"2022-06-15 03:35:37.797234","2022-06-15 03:35:37.797234"
"8120306d-d63c-4bbf-9fbf-588e96ad16d5","be2e84b2-2b2b-4e6a-87fc-c20c1b3c0f93","regular_user",NULL,True,"2022-06-15 03:35:39.374434","2022-06-15 03:35:39.374434"
"2670e9ad-0c85-4d77-888f-f0f32d72b7f0","6c3501b9-e4b1-4aab-bf03-83cbc375368b","regular_user",NULL,True,"2022-06-15 03:35:40.63841","2022-06-15 03:35:40.63841"
"8b2a4e02-e40b-45f7-878a-71318a6b6558","e3c3dcc9-527d-4ce8-9585-07fc32b92243","creator",NULL,True,"2022-06-15 06:52:28.875106","2022-06-15 06:52:28.875106"
"aa2c30a3-2a7e-49dd-9b32-9799ec642754","7071b9e0-ac57-4f15-817f-6ca82110bc33","creator",NULL,True,"2022-06-15 06:52:29.972724","2022-06-15 06:52:29.972724"
"b17cbf1e-28f5-4230-8c85-acc63109afd6","9116b826-b7f6-424b-a014-ed236e17015e","creator",NULL,True,"2022-06-15 06:52:32.132279","2022-06-15 06:52:32.132279"
"38ad42bb-3cda-4025-89ff-67fd35691d5e","ae86a6cd-c5f8-4615-aa8f-e6ab3b94a1a4","creator",NULL,True,"2022-06-15 06:54:07.228113","2022-06-15 06:54:07.228113"
"f4added8-cb9b-4612-aeb0-b7a0170871fd","a5ee415c-9ff7-4514-90f9-2641bdce05c2","creator",NULL,True,"2022-06-15 06:54:10.396161","2022-06-15 06:54:10.396161"
